,host_id,host_is_superhost,neighbourhood,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,number_of_reviews,review_scores_rating,price
3135,15568419,f,,Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,2,4.0,$25.00
2528,15006005,f,,Private room in rental unit,Private room,2,,1.5 baths,1.0,1.0,0,,$49.00
15378,358847313,f,,Private room in rental unit,Private room,2,,2 shared baths,1.0,2.0,0,,$23.00
6708,234256283,f,,Entire rental unit,Entire home/apt,4,,1 bath,2.0,3.0,3,3.33,$46.00
7317,258157785,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,8,,4 baths,7.0,7.0,1,5.0,$90.00
3077,43565515,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,12,,4 baths,6.0,10.0,99,4.82,$502.00
14462,32037490,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,5,,2 baths,3.0,3.0,6,4.67,$145.00
5413,126213658,f,,Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,19,4.72,$27.00
11916,101098762,f,"Barcelona, Catalunya, Spain",Room in boutique hotel,Private room,2,,1 private bath,1.0,1.0,0,,$173.00
12417,23104223,f,,Entire rental unit,Entire home/apt,4,,1 bath,2.0,2.0,2,5.0,$250.00
5487,189375878,t,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 private bath,1.0,2.0,68,4.94,$57.00
6653,8166913,t,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,16,4.44,$20.00
2146,3689508,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,5,,2 baths,4.0,4.0,26,4.73,$120.00
1896,4950474,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,5,,1 bath,2.0,3.0,13,4.54,$112.00
11924,428498747,f,,Room in hotel,Private room,3,,1 private bath,1.0,3.0,11,3.73,$112.00
7493,40676061,t,,Entire rental unit,Entire home/apt,6,,2 baths,3.0,4.0,106,4.94,$165.00
1935,5729069,f,"Barcelona, Spain",Entire rental unit,Entire home/apt,4,,2.5 baths,2.0,3.0,27,4.41,$267.00
7222,256448711,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,2 shared baths,1.0,1.0,0,,$34.00
13859,346367515,f,,Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,0,,$113.00
3841,43090989,f,,Private room in rental unit,Private room,2,,1.5 baths,1.0,1.0,1,5.0,$55.00
15311,240384209,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,1,3.0,$60.00
15488,483800015,f,,Private room in rental unit,Private room,2,,2 shared baths,1.0,1.0,1,3.0,$57.00
10135,5614931,f,,Entire serviced apartment,Entire home/apt,4,,1 bath,1.0,1.0,21,4.57,$124.00
4687,139063900,f,,Entire rental unit,Entire home/apt,3,,1 bath,1.0,2.0,115,4.85,$101.00
14172,9400556,f,,Entire rental unit,Entire home/apt,4,,1 bath,2.0,3.0,16,4.44,$64.00
12174,4459553,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,5,,1 bath,3.0,5.0,14,4.64,$323.00
10102,2608724,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,3,,2 baths,1.0,2.0,172,4.95,$123.00
1336,9478280,f,"Barcelona, Catalonia, Spain",Entire rental unit,Entire home/apt,3,,1 bath,2.0,4.0,40,4.62,$141.00
4652,66933654,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,2.0,3.0,146,4.56,$300.00
15329,447375626,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,3,,1.5 baths,2.0,2.0,0,,$93.00
3629,28914574,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 bath,1.0,1.0,0,,$125.00
4614,149205577,f,,Private room in rental unit,Private room,2,,1 shared bath,1.0,,12,4.25,$80.00
15551,221480824,f,,Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,0,,$39.00
10258,367613585,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,1,5.0,$171.00
10287,396363,f,,Entire rental unit,Entire home/apt,5,,1 bath,2.0,4.0,9,3.78,$105.00
885,3399123,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,209,4.41,$89.00
2022,1711997,f,,Private room in rental unit,Private room,2,,1 bath,1.0,1.0,0,,$60.00
12044,346367515,f,,Entire rental unit,Entire home/apt,4,,2 baths,2.0,2.0,1,5.0,$133.00
1445,4990426,f,"Barcelona, Catalonia, Spain",Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,5,4.4,$35.00
10426,238724735,f,,Entire rental unit,Entire home/apt,6,,2 baths,3.0,6.0,10,4.2,$146.00
775,9385317,f,"Barcelona, Catalonia, Spain",Private room in rental unit,Private room,3,,1 shared bath,1.0,1.0,32,4.45,$39.00
349,2935086,t,"Barcelona, Cataluña, Catalonia, Spain",Entire rental unit,Entire home/apt,6,,1.5 baths,2.0,4.0,307,4.73,$90.00
4669,149974719,t,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,1.5 shared baths,1.0,1.0,56,4.66,$25.00
11322,413277208,f,,Room in hotel,Private room,2,,1 private bath,,1.0,0,,$114.00
7482,262462086,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,17,4.71,$37.00
7040,249805630,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,2.0,3.0,144,4.76,$111.00
2423,32036662,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,1 bath,1.0,1.0,16,4.8,$49.00
3979,22656142,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,35,4.69,$51.00
12151,432030287,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 private bath,1.0,1.0,44,4.59,$60.00
14089,144259355,f,,Entire rental unit,Entire home/apt,4,,2 baths,2.0,2.0,11,4.91,$80.00
4209,74967668,f,,Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,0,,$39.00
6498,25406246,t,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,89,4.67,$38.00
2183,336524176,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,8,,2 baths,4.0,9.0,3,4.33,$100.00
2038,40676061,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,12,,2 baths,4.0,9.0,177,4.48,$247.00
15208,461185745,f,"Barcelona, Catalunya, Spain",Entire condo,Entire home/apt,4,,1 bath,2.0,3.0,0,,$130.00
15535,39278621,f,,Entire rental unit,Entire home/apt,3,,1 bath,2.0,2.0,0,,$76.00
11287,100152046,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,2 baths,2.0,2.0,0,,$178.00
3930,34835817,f,,Private room in rental unit,Private room,2,,1 private bath,1.0,1.0,0,,$60.00
10594,387595193,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,5,,1 bath,2.0,2.0,51,4.8,$100.00
15214,10547296,f,,Entire rental unit,Entire home/apt,4,,1 bath,2.0,2.0,0,,$95.00
14565,429922229,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1.5 baths,1.0,1.0,11,3.82,$21.00
11169,130223809,f,,Entire rental unit,Entire home/apt,4,,1.5 baths,2.0,2.0,1,5.0,$72.00
4688,139063900,f,,Entire rental unit,Entire home/apt,8,,2 baths,3.0,5.0,98,4.83,$186.00
4474,140007238,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,5,,3.5 baths,2.0,2.0,88,4.62,$116.00
2103,71615,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,6,4.33,$50.00
487,4985749,f,"Barcelona, Catalonia, Spain",Entire rental unit,Entire home/apt,15,,3.5 baths,4.0,15.0,91,4.42,$262.00
9005,4396136,f,,Entire rental unit,Entire home/apt,5,,1.5 baths,2.0,4.0,13,4.0,$139.00
4575,5380562,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,2 baths,2.0,2.0,5,5.0,$63.00
5672,3399123,f,"Sant Adrià De Besòs, Catalunya, Spain",Entire rental unit,Entire home/apt,3,,1 bath,2.0,2.0,57,4.33,$95.00
6491,129920958,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,0,,$38.00
9928,33278356,f,,Private room in rental unit,Private room,1,,1 bath,1.0,1.0,24,4.25,$73.00
9467,3424194,t,"Barcelona, Catalonia, Spain",Casa particular,Entire home/apt,3,,1 bath,2.0,2.0,50,4.98,$59.00
10153,3945134,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,2 baths,3.0,3.0,6,4.67,$40.00
11174,85849755,f,,Private room in rental unit,Private room,2,,1 private bath,1.0,1.0,0,,$50.00
98,2689815,f,"Barcelona, Catalonia, Spain",Entire rental unit,Entire home/apt,10,,2 baths,4.0,8.0,217,4.29,$226.00
5523,187095368,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,,2.0,120,4.87,$91.00
14356,13530812,f,,Private room in rental unit,Private room,3,,2 shared baths,1.0,2.0,7,4.57,$45.00
8141,150852379,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,1,5.0,$50.00
7457,19394205,f,"Barcelona, Catalonia, Spain",Private room in hostel,Private room,4,,1 private bath,1.0,4.0,8,4.33,$76.00
1700,13709789,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,2.0,3.0,54,4.37,$60.00
10900,4459553,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,2.0,3.0,30,4.27,$285.00
9719,33278356,f,,Entire rental unit,Entire home/apt,3,,1 bath,,2.0,15,4.4,$132.00
5281,61874060,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,52,4.27,$45.00
6724,4331813,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,23,4.48,$16.00
4675,12171941,f,,Entire rental unit,Entire home/apt,4,,1 bath,2.0,3.0,6,4.33,$45.00
4667,154174693,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,3,,1 bath,2.0,2.0,65,4.77,$110.00
10723,10660436,f,,Private room in rental unit,Private room,4,,1 shared bath,1.0,3.0,92,4.15,$56.00
12613,102111567,f,,Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,9,4.67,$20.00
6020,201623477,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,1.5 shared baths,1.0,1.0,0,,$25.00
13951,282949616,f,,Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,38,5.0,$26.00
10560,325879968,t,"Barcelona, Catalonia, Spain",Private room in rental unit,Private room,2,,1 private bath,1.0,1.0,102,4.86,$59.00
3161,3744544,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,2.0,4.0,90,4.69,$71.00
4409,69803890,f,,Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,21,4.67,$23.00
1785,32344517,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,2.0,2.0,52,4.84,$200.00
107,2773231,f,,Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,637,4.77,$72.00
7286,251710733,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,5,,1.5 baths,3.0,5.0,29,5.0,$200.00
12579,19150551,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,1 bath,3.0,3.0,35,4.94,$120.00
1629,15775899,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,2 baths,2.0,4.0,188,4.87,$138.00
6506,34776448,f,,Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,1,5.0,$23.00
8448,304066928,f,"Barcelona, Catalunya, Spain",Entire guesthouse,Entire home/apt,5,,1.5 baths,2.0,3.0,0,,$150.00
9425,265193861,f,,Entire rental unit,Entire home/apt,4,,2 baths,2.0,3.0,6,4.33,$150.00
5372,180436941,f,,Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,2,5.0,$35.00
11524,396363,f,,Entire rental unit,Entire home/apt,6,,2 baths,2.0,4.0,4,3.25,$131.00
5949,201328716,f,,Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,0,,$680.00
14210,36607755,f,,Private room in rental unit,Private room,1,,2 shared baths,4.0,4.0,0,,$22.00
14789,216253784,f,,Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,0,,$53.00
13927,408286564,f,,Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,2,5.0,$31.00
13540,461265628,f,,Private room in condo,Private room,1,,1.5 shared baths,1.0,1.0,22,4.82,$44.00
5242,171237946,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 private bath,1.0,1.0,63,4.62,$40.00
4883,161704516,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,2 baths,2.0,4.0,19,4.74,$85.00
4624,297885449,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,5,,2 baths,4.0,4.0,0,,$90.00
10090,265193861,f,,Entire rental unit,Entire home/apt,4,,1 bath,1.0,3.0,7,4.43,$80.00
12974,265193861,f,,Entire rental unit,Entire home/apt,6,,2 baths,4.0,6.0,1,4.0,$99.00
1731,121825,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,60,4.73,$240.00
3795,122817717,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,13,4.77,$85.00
5623,185322798,f,"Barcelona, Catalunya, Spain",Private room in hostel,Private room,2,,1 private bath,1.0,2.0,2,4.0,$83.00
9072,243442485,f,,Entire rental unit,Entire home/apt,3,,1 bath,1.0,2.0,18,4.83,$93.00
12191,308685811,f,"Barcelona, Catalunya, Spain",Shared room in hostel,Shared room,1,,1 shared bath,1.0,3.0,1,3.0,$26.00
4639,37459199,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,27,4.74,$15.00
2550,22197967,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,3,,1.5 baths,1.0,1.0,38,4.87,$43.00
11813,394270439,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,8,,4 baths,4.0,5.0,43,4.37,$161.00
1745,131794,t,"Barcelona, Spain",Entire rental unit,Entire home/apt,6,,2 baths,3.0,3.0,95,4.74,$115.00
3474,1442756,f,"Barcelona, CT, Spain",Private room in rental unit,Private room,2,,1 private bath,1.0,1.0,23,4.95,$50.00
2825,17532317,f,"Barcelona, CT, Spain",Entire rental unit,Entire home/apt,4,,1 bath,1.0,6.0,276,4.83,$74.00
15324,346367515,f,,Entire rental unit,Entire home/apt,3,,2 baths,1.0,1.0,0,,$136.00
12349,267852437,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,5,,1 bath,3.0,3.0,2,2.5,$59.00
10584,77203377,f,"Barcelona, Catalunya, Spain",Entire condo,Entire home/apt,4,,2 baths,4.0,4.0,0,,$200.00
13434,250042982,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,3,,1 bath,2.0,2.0,1,5.0,$75.00
4509,140007238,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,5,,1 bath,3.0,3.0,79,4.53,$110.00
10327,396363,f,,Entire rental unit,Entire home/apt,6,,1 bath,2.0,4.0,14,3.79,$123.00
2713,32479280,f,,Private room in rental unit,Private room,1,,1 bath,1.0,1.0,0,,$25.00
10051,275284915,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,1 shared bath,4.0,4.0,1,5.0,$21.00
8105,283717104,f,,Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,3,5.0,$30.00
4971,297885449,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,5,,2 baths,4.0,5.0,1,4.0,$90.00
15188,392973790,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,1.0,2.0,0,,$39.00
7616,134405275,f,"Barcelona, Catalunya, Spain",Private room in loft,Private room,2,,1 shared bath,1.0,1.0,15,4.8,$60.00
12791,21726991,f,"Barcelona, Catalunya, Spain",Entire condo,Entire home/apt,4,,1 bath,1.0,2.0,0,,$220.00
361,3193594,f,,Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,3,4.67,$130.00
1883,34746872,f,,Shared room in home,Shared room,2,,1 shared bath,1.0,2.0,0,,$75.00
8446,265193861,f,,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,1,4.0,$59.00
7244,256870952,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 shared bath,1.0,2.0,26,4.46,$65.00
2122,1447144,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,5,,1 bath,2.0,4.0,4,4.0,$103.00
14384,284150179,f,,Entire rental unit,Entire home/apt,4,,1 bath,2.0,4.0,19,4.21,$63.00
14878,477343286,t,"Barcelona, Catalunya, Spain",Private room in home,Private room,2,,1 private bath,1.0,1.0,18,4.94,$60.00
13612,2320210,f,,Entire rental unit,Entire home/apt,3,,1 bath,2.0,2.0,2,5.0,$130.00
4559,149564614,f,"Barcelona, Catalunya, Spain",Private room in guest suite,Private room,4,,1 shared bath,2.0,3.0,182,4.93,$49.00
15556,486355436,f,,Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,0,,$34.00
690,3376710,f,"Barcelona, Catalonia, Spain",Entire rental unit,Entire home/apt,8,,2 baths,3.0,6.0,11,4.09,$120.00
1546,6356319,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,43,4.51,$40.00
3595,89114493,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,2.0,3.0,17,4.71,$150.00
5829,184642867,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,1.5 shared baths,1.0,1.0,6,4.33,$27.00
10868,403015413,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,3,,1 bath,3.0,4.0,2,5.0,$52.00
11245,5264883,f,,Entire rental unit,Entire home/apt,4,,2 baths,2.0,2.0,26,5.0,$228.00
10841,404888119,f,,Private room in hostel,Private room,2,,1 shared bath,1.0,,7,4.14,$98.00
13436,457389299,t,"Barcelona, Catalunya, Spain",Private room in serviced apartment,Private room,2,,1 private bath,1.0,1.0,2,5.0,$45.00
843,10408247,f,"Barcelona, Spain",Private room in bed and breakfast,Private room,1,,1 private bath,1.0,1.0,49,4.77,$55.00
12139,433428489,f,,Room in hotel,Private room,2,,1 shared bath,1.0,1.0,0,,$64.00
9597,348396924,f,"Barcelona, Catalunya, Spain",Entire serviced apartment,Entire home/apt,4,,1 bath,,3.0,13,4.08,$75.00
11115,1254851,t,"Barcelona, Catalunya, Spain",Entire condo,Entire home/apt,6,,1.5 baths,3.0,3.0,95,4.88,$112.00
14217,463682520,f,,Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,4,4.75,$65.00
13035,8051424,f,,Entire rental unit,Entire home/apt,4,,2 baths,4.0,4.0,1,5.0,$125.00
7825,9670576,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,1.5 shared baths,1.0,1.0,2,5.0,$20.00
323,2201772,f,"Barcelona, Catalonia, Spain",Entire rental unit,Entire home/apt,9,,2 baths,4.0,1.0,20,4.6,$320.00
2560,3441209,f,,Private room in rental unit,Private room,2,,1 bath,1.0,1.0,0,,$100.00
1705,2320210,f,"Barcelona, Spain",Entire rental unit,Entire home/apt,4,,1 bath,1.0,2.0,28,4.56,$141.00
8336,305113628,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,2 baths,3.0,4.0,52,4.92,$300.00
8263,31363022,f,,Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,0,,$30.00
5051,20205980,f,,Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,0,,$40.00
3008,234605,t,,Private room in condo,Private room,2,,2 baths,1.0,1.0,231,4.83,$55.00
7550,264784338,f,,Private room in condo,Private room,2,,1 shared bath,2.0,2.0,0,,$40.00
14182,275427518,f,,Private room in casa particular,Private room,1,,1.5 shared baths,1.0,1.0,12,4.42,$41.00
6440,7104112,f,"Barcelona, ., Spain",Room in hostel,Hotel room,1,,1 shared bath,1.0,12.0,28,4.75,$30.00
6087,9784103,f,,Entire rental unit,Entire home/apt,4,,1 bath,2.0,3.0,27,4.64,$157.00
2896,27573426,f,,Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,10,3.9,$47.00
11496,1037789,t,,Entire rental unit,Entire home/apt,4,,1 bath,2.0,4.0,2,5.0,$122.00
13747,40676061,t,,Entire rental unit,Entire home/apt,5,,2 baths,4.0,4.0,0,,$92.00
786,1447144,f,,Entire rental unit,Entire home/apt,5,,1 bath,2.0,2.0,2,5.0,$103.00
8529,6099660,f,,Entire rental unit,Entire home/apt,4,,2 baths,2.0,4.0,42,4.34,$189.00
5872,199670224,f,"Barcelona, Catalunya, Spain",Entire condo,Entire home/apt,6,,2 baths,3.0,3.0,2,5.0,$200.00
2789,4322082,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,3.0,3.0,189,4.52,$81.00
7337,258578245,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,2 baths,2.0,3.0,0,,$184.00
8113,284018864,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,0,,$55.00
3833,4396136,f,"L'Hospitalet de Llobregat, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,1 bath,3.0,3.0,17,4.25,$94.00
11347,414024951,f,,Room in hotel,Private room,3,,1 private bath,,1.0,0,,$167.00
12391,434205774,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,2 baths,2.0,2.0,1,5.0,$120.00
5647,184993404,f,"., Barcelona, Spain",Room in boutique hotel,Private room,1,,1 private bath,1.0,1.0,0,,$105.00
14073,346367515,f,,Entire rental unit,Entire home/apt,5,,2 baths,3.0,3.0,0,,$133.00
10768,163379623,f,,Entire home,Entire home/apt,10,,3 baths,5.0,10.0,2,4.5,$15.00
15459,478007968,f,,Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,0,,$81.00
9367,342100312,f,"Barcelona, Catalonia, Spain",Private room in rental unit,Private room,4,,2 shared baths,2.0,2.0,0,,$55.00
64,874133,f,"Barcelona, Catalonia, Spain",Entire loft,Entire home/apt,2,,2 baths,1.0,1.0,48,4.78,$27.00
8958,4985749,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,2 baths,3.0,6.0,138,4.39,$114.00
7969,273286184,f,"Barcelona , Barcelona, Spain",Private room in rental unit,Private room,2,,1.5 shared baths,1.0,1.0,25,4.92,$45.00
9799,37459199,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,0 shared baths,1.0,1.0,18,4.39,$22.00
2562,22076771,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,2.0,3.0,14,4.79,$55.00
10776,201741093,f,,Entire rental unit,Entire home/apt,6,,1 bath,2.0,5.0,0,,$105.00
14937,477343286,t,"Barcelona, Catalunya, Spain",Private room in home,Private room,2,,1 shared bath,1.0,1.0,16,4.75,$56.00
